Item,Review Title,Stars,Is_Positive?
Texas Instruments TI-83 Plus Graphing Calculator,Texas Instruments TI-83 Plus Graphic Calculator,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,ti-83 calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,All good,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,ti-84,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,4 stars,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,GOOD PIECE,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,TI 83 Silver Plus Calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,excellent,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Double thumbs up for the TI-83,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Over priced for old technology.,2 stars,0
Texas Instruments TI-83 Plus Graphing Calculator,Great product!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,TI-83 plus,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Still the standard. TI83,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,calculator,3 stars,0
Texas Instruments TI-83 Plus Graphing Calculator,Stats!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,well built product,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,not what was expected,2 stars,0
Texas Instruments TI-83 Plus Graphing Calculator,Thank you.,3 stars,0
Texas Instruments TI-83 Plus Graphing Calculator,i sent 2 emails be 4 biddin closed sayin I do not want,1 stars,0
Texas Instruments TI-83 Plus Graphing Calculator,graphing calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great Product if You Know How to Use it,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Good calcukator that does the job,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Texas Instruments T1-83,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,very good math tool,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Good calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,standard,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,ti-83 in the classroom!!!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Happy with my buy,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Perfect calculator!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Exactly what I wanted,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,I'm happy shopping on ebay,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great graphing calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Like New,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,my child is using it and it is great,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,i like it,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Graphic Claculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Graphic Calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Tex Inst TI-83,2 stars,0
Texas Instruments TI-83 Plus Graphing Calculator,Very quick just as described,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Graphing calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great Calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Smooth transaction,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Calculator,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,love it,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,graphing calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Good!!!,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Excellent,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,buyer,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,"very clean, and in good condision",5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,GOOD BUY,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Good Product,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Unit works good.,3 stars,0
Texas Instruments TI-83 Plus Graphing Calculator,CALCULTOR,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great learning tool,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great seller,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,TI 83 Plus Calc. good shape,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,12345,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Ti-83 Plus the best tool for Math,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Ti 83 graphing calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,"The product was excellent , and rating also.",5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Awesome graphing calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,calculator,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,A Great Buy,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,A good product and a Great Price!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great Calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Calc...,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great Calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,TI-83 plus calculator,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Texas Instruments TI-83 Plus Graphic Calucluator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,I BOUGHT A TI-83 PLUS,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Texas Instruments TI-83 Plus Graphic Calculator A+,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,bought it for my daughter school purpose,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,TI-83,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Honest Man,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,TI-83 Grafic Calculatoe,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Its pretty cool.,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,The calculator works perfectly!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Not as advertised,2 stars,0
Texas Instruments TI-83 Plus Graphing Calculator,great,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,BEST BACK TO SCHOOL INVESTMENT I MADE,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,User Friendly and lots of functions!  Highly recommend,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,great buy,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Excellent product. Its exactly like new.,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,this is the calculator every student needs,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great deal!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Good transaction,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Good buy,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Helps greatly in my college math courses.,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,awesome product for the money,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,"Excellent quality, fast shipping.",5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,if no news is good news this product is working fine.,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great product.,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Just what we needed,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,TI-83,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,great product.,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,exactly what i wanted,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great buy for graphic calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Texas Instruments TI-83 Plus Graphic Calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Good calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,.....,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great Buy!  on a TI-83  Calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,great product,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Thanks,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,good b+,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Meets all expectations!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,"Good calulator, great price",5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,TI-83 calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Required calculator for school,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,A great buy!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Texas Instruments TI-83 Graphic Calc.,3 stars,0
Texas Instruments TI-83 Plus Graphing Calculator,TI83 plus graphic calculator,3 stars,0
Texas Instruments TI-83 Plus Graphing Calculator,Just another calculator,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Excellent,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,TI83 Plus,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,A classic,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Used TI83 Calculator for High School Student,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Calculator is satisfactory for high school math.,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,TI 83,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Expensive when new,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,TI-83 calculator.,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Good Calculator,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great calculator,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,as described,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,TI-83 Review,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Good.,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great and awesome value for the money,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great Math Tool,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Texas Instruments Ti-83 Plus Graphic calculator,1 stars,0
Texas Instruments TI-83 Plus Graphing Calculator,Perfect!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Good service - works great.,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great product!!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,I would buy another one of these,3 stars,0
Texas Instruments TI-83 Plus Graphing Calculator,Calculator reveiw,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Graphic Calculator is awesome!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,works fine,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Good product!,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Calculator TI-83,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Calculator,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Satisfied customer,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Inoperable,1 stars,0
Texas Instruments TI-83 Plus Graphing Calculator,Perfect.,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,A must have tool!,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Used TI-83,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,TI 83 PLUS,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,The calculator seem to be in good shape! Thank you,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,The product work as intended,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Excellent produce,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Good Purchase,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,my daughter loves it,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Excellent!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Texas Instruments TI-83 Plus Graphic Calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,a neccessity on test time,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,buying a  TI-83 calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,"great service, fast shipping!!",5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great Calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,calculator that does graphs,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,TI-83 plus graphic calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Good for beginners,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,It's Awesome!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Texas Instruments TI-83 Plus Graphic Calculator,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Used TI-83 Calc,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,No problems.,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Second hand calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,it does exactly what it says it will,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,TI-83 Plus Graphic Calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Very happy with the quality,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Liked it,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,great,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great product!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,excellent,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great Product,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great calculator!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great for calculus,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,oldee but a goodee,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,I was great and delivery was fast,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,"an excellent deal, a very nice calculator",5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,great value,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Really a neat tool!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,TI83 Calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,bought it because i thought i had to,1 stars,0
Texas Instruments TI-83 Plus Graphing Calculator,great buy,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,TI 83 Plus review,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,TI-83 Graphic Calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,This arrived as expected,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,"A Must Have for Algebra, Trig, Stats, and more.",4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great Calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Texas Instruments,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,it is a usefull calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,woot woot,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Tu-83 Plus Graphic calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Thank you.,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Used Calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,I'm pleased,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,This was a great value.,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,great thanks,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,totally amazing,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Missing info,3 stars,0
Texas Instruments TI-83 Plus Graphing Calculator,AWESOME,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Awesome value for the money if you can figure out how to use it.,2 stars,0
Texas Instruments TI-83 Plus Graphing Calculator,Great product. Reasonable price.,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,LOVE THIS GRAPHIC CALCULATOR!!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Perfect for school,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Texas Instruments TI-83 Plus Graphic Calculator,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great Calculator for all your needs!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,great speedy service,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Good calculator,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Texas Instruments TI-83 Plus Graphic Calculator,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Thank u!!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,everything you need in a calculator for classes.,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great for it's price,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Texas Instruments TI-83 Plus Graphic Calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Works Great,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great Calc,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Texas instrument TI-83 PLUS,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,"Great seller, A++",5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great value for the money,3 stars,0
Texas Instruments TI-83 Plus Graphing Calculator,customer approves,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,I haven't heard any complaints from my two grandkids about the TI-83 calcu.,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,TI-83 Plus Silver Edition Graphic Calculator,2 stars,0
Texas Instruments TI-83 Plus Graphing Calculator,Very bas condition,2 stars,0
Texas Instruments TI-83 Plus Graphing Calculator,TI-83 graphic calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,excellent,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Texas Instruments TI-83 Plus Graphic Calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,TI-83,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Excellent calculator.  Meets all of my daughter's needs,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,As described,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,TI-83,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great item,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,"Great seller, good communication and promt in delivery",5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Useful and helpful product,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Ti83,1 stars,0
Texas Instruments TI-83 Plus Graphing Calculator,Great calculator. Daughter was thrilled!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Fast shipping Item as descibed,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Works very well.,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,great,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Texas Instruments T1-83 Graphic Calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,calculator,3 stars,0
Texas Instruments TI-83 Plus Graphing Calculator,Wonderful for All Ages,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,i like my calculator,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,TI 83 Graphic Calculator,3 stars,0
Texas Instruments TI-83 Plus Graphing Calculator,Great!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,great!!!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Texas Instruments TI-83 Plus Graphic Calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,ok calculator,3 stars,0
Texas Instruments TI-83 Plus Graphing Calculator,TI-83 calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,it appears to be in far worst shape than the picture we saw when purchasing i am a bit upset about this and could have purchased t,2 stars,0
Texas Instruments TI-83 Plus Graphing Calculator,Very Good,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Yes! ! !,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Texas Instruments TI-83 Plus Graphic Calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great service,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Overall Good,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Multifunction,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great Product!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Good calculator,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Presentation,3 stars,0
Texas Instruments TI-83 Plus Graphing Calculator,A++++,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great Value,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Excellent,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great Ipod! Fast Shipping! Very Pleased! AAAA++++++,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,It must work,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,"just what we needed, very fast delivery.",5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,the TI-83 plus,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,TI83 Plus,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,SUPER GREAT!!!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,83 Plus Graphic Calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Graphing Calculator TI83,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Perfect Calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,TI-83lus,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,graphing calculator,2 stars,0
Texas Instruments TI-83 Plus Graphing Calculator,good so far with me,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,TI-83,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great transaction.  Just what I expected,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,this was a good product,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,It was an owners manual. Arrived as promised.,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,ti83 calculator,3 stars,0
Texas Instruments TI-83 Plus Graphing Calculator,Great!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,A Great Calculator for School,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Perfect! Just like Description!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Texas Instruments TI-83 Plus Graphic Calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,works great,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,A must have,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Good.,3 stars,0
Texas Instruments TI-83 Plus Graphing Calculator,off the chain,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Fantastic!  Perfect working condition!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Calculator,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,TI-83 - great product,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,TI-83 Works great,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Outstanding purchase - the best value for the money!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Texas Instruments Review,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,TI-83,1 stars,0
Texas Instruments TI-83 Plus Graphing Calculator,A+ seller,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,tI  83 Plus unique produce,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,TI83+,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,BARATA Y NUEVA,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,TI-83 Plus,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Excellent Product...,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,TI-83,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Thanks,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Good as expected - on time,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,TI-83 plus,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,great!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great calculator!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,TI-83,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,great find!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,TI-83 Plus Graphic Calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Most requested calculator for College math classes.,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Serves it's purpose well.,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Deffected item shipped,1 stars,0
Texas Instruments TI-83 Plus Graphing Calculator,daughter is thrilled,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,GREAT LIKE NEW,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,it is good one,3 stars,0
Texas Instruments TI-83 Plus Graphing Calculator,Excellent Calculator,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Would recommend this for upcoming Juniors in High School.,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,A fine product,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,It was good.,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,very pleased with the product and worth what I paid,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Excellent product,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Very Good 2nd buy....,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great Calculator,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Apparently a good buy!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Calculator review,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great both product and price,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,"epect to get the real calculator, the free program and does not works for m",2 stars,0
Texas Instruments TI-83 Plus Graphing Calculator,it works just fine,3 stars,0
Texas Instruments TI-83 Plus Graphing Calculator,TI-83,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,very good,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Perfect,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,review,4 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,Great Service!!!!!!!!!!!,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,battery,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,TI983 graphic calculator,5 stars,1
Texas Instruments TI-83 Plus Graphing Calculator,nice product....,4 stars,1
